,marca,modelo,anio,carroceria,traccion,combustible,transmision,asientos,color,kilometraje,verificacion,precio
2061,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2062,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2063,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2064,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2065,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2066,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2067,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2068,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2069,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2070,bmw,x1,2016-01-01,suv,4x2,gasolina,automatica,cuero,mineral grau,56000,98.0,15990
2071,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2072,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2073,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2074,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2075,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2076,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2077,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2078,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2079,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2080,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2081,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2082,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2083,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2084,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2085,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2086,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2087,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2088,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2089,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2090,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2091,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2092,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2093,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2094,bmw,x1,2016-01-01,suv,4x2,gasolina,automatica,cuero,mineral grau,56000,98.0,15990
2095,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
2096,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2097,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2098,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2099,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2100,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2101,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2102,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2103,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2104,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2105,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2106,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2107,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2108,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2109,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2110,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2111,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2112,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2113,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2114,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2115,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2116,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2117,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2118,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2119,bmw,x1,2016-01-01,suv,4x2,gasolina,automatica,cuero,mineral grau,56000,98.0,15990
2120,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
2121,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
2122,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2123,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2124,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2125,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2126,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2127,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2128,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2129,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2130,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2131,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2132,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2133,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2134,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2135,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2136,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2137,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2138,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2139,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2140,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2141,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2142,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2143,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2144,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2145,bmw,x1,2016-01-01,suv,4x2,gasolina,automatica,cuero,mineral grau,56000,98.0,15990
2146,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
2147,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
2148,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
2149,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2150,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2151,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2152,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2153,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2154,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2155,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2156,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2157,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2158,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2159,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2160,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2161,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2162,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2163,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2164,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2165,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2166,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2167,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2168,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2169,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2170,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2171,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2172,bmw,x1,2016-01-01,suv,4x2,gasolina,automatica,cuero,mineral grau,56000,98.0,15990
2173,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
2174,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
2175,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
2176,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
2177,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2178,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2179,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2180,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2181,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2182,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2183,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2184,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2185,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2186,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2187,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2188,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2189,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2190,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2191,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2192,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2193,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2194,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2195,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2196,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2197,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2198,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2199,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2200,bmw,x1,2016-01-01,suv,4x2,gasolina,automatica,cuero,mineral grau,56000,98.0,15990
2201,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
2202,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
2203,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
2204,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
2205,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
2206,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2207,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2208,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2209,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2210,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2211,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2212,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2213,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2214,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2215,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2216,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2217,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2218,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2219,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2220,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2221,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2222,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2223,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2224,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2225,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2226,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2227,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2228,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2229,bmw,x1,2016-01-01,suv,4x2,gasolina,automatica,cuero,mineral grau,56000,98.0,15990
2230,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
2231,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
2232,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
2233,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
2234,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
2235,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
2236,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2237,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2238,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2239,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2240,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2241,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2242,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2243,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2244,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2245,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2246,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2247,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2248,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2249,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2250,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
2251,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2252,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2253,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2254,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2255,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
2256,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
2257,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2258,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2259,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2260,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2261,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
2262,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
2263,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
2264,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2265,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2266,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2267,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2268,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
2269,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
2270,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
2271,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
2272,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2273,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2274,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2275,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2276,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
2277,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
2278,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
2279,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
2280,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
2281,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2282,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2283,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2284,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2285,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
2286,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
2287,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
2288,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
2289,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
2290,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
2291,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
2292,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
2293,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
2294,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
2295,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
2296,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
